
 
我的收藏,#genre#
MBS,AikanTV://api/tv.php?tvid=日本2&id=MBS
YTY,AikanTV://api/tv.php?tvid=日本2&id=YTY
TVO,AikanTV://api/tv.php?tvid=日本2&id=TVO
SUN,AikanTV://api/tv.php?tvid=日本2&id=SUN
ABC,AikanTV://api/tv.php?tvid=日本2&id=ABC
8カンテレ,AikanTV://api/tv.php?tvid=日本2&id=8カンテレ
ファミリー剧场,AikanTV://api/tv.php?tvid=日本2&id=ファミリー剧场
EISEI GEKIJO,AikanTV://api/tv.php?tvid=日本2&id=EISEI GEKIJO
MTV,AikanTV://api/tv.php?tvid=日本2&id=MTV
MUSIC JP,AikanTV://api/tv.php?tvid=日本2&id=MUSIC JP
DISNEY CHANNEL,AikanTV://api/tv.php?tvid=日本2&id=DISNEY CHANNEL
ANIMAX,AikanTV://api/tv.php?tvid=日本2&id=ANIMAX
DISNEY JUNIOR,AikanTV://api/tv.php?tvid=日本2&id=DISNEY JUNIOR
马来频道,#genre#
SukanRTM,AikanTV://api/vip.php?tvid=马来MY&id=SukanRTM
BeritaRTM,AikanTV://api/vip.php?tvid=马来MY&id=BeritaRTM
DramaSangat,AikanTV://api/vip.php?tvid=马来MY&id=DramaSangat
LOL,AikanTV://api/vip.php?tvid=马来MY&id=LOL
TV1,AikanTV://api/vip.php?tvid=马来MY&id=TV1
TV2,AikanTV://api/vip.php?tvid=马来MY&id=TV2
TV3,AikanTV://api/vip.php?tvid=马来MY&id=TV3
Astro Ria,AikanTV://api/vip.php?tvid=马来MY&id=Astro Ria
Astro Prima,AikanTV://api/vip.php?tvid=马来MY&id=Astro Prima
Astro Oasis,AikanTV://api/vip.php?tvid=马来MY&id=Astro Oasis
Astro Warna,AikanTV://api/vip.php?tvid=马来MY&id=Astro Warna
Astro Citra,AikanTV://api/vip.php?tvid=马来MY&id=Astro Citra
AstroPremier,AikanTV://api/vip.php?tvid=马来MY&id=AstroPremier
Astro Rania,AikanTV://api/vip.php?tvid=马来MY&id=Astro Rania
Astro Aura,AikanTV://api/vip.php?tvid=马来MY&id=Astro Aura
TV Alhijrah,AikanTV://api/vip.php?tvid=马来MY&id=TV Alhijrah
ColorsHindi,AikanTV://api/vip.php?tvid=马来MY&id=ColorsHindi
TV Sarawak,AikanTV://api/vip.php?tvid=马来MY&id=TV Sarawak
AwesomeTV,AikanTV://api/vip.php?tvid=马来MY&id=AwesomeTV
TV Okey,AikanTV://api/vip.php?tvid=马来MY&id=TV Okey
DidikTV7,AikanTV://api/vip.php?tvid=马来MY&id=DidikTV7
8TV 八度空间,AikanTV://api/vip.php?tvid=马来MY&id=8TV 八度空间
9TV,AikanTV://api/vip.php?tvid=马来MY&id=9TV
Vaanavil,AikanTV://api/vip.php?tvid=马来MY&id=Vaanavil
Vinmeen,AikanTV://api/vip.php?tvid=马来MY&id=Vinmeen
Vellithirai,AikanTV://api/vip.php?tvid=马来MY&id=Vellithirai
SunTV,AikanTV://api/vip.php?tvid=马来MY&id=SunTV
SunMusic,AikanTV://api/vip.php?tvid=马来MY&id=SunMusic
Adithya,AikanTV://api/vip.php?tvid=马来MY&id=Adithya
SunNews,AikanTV://api/vip.php?tvid=马来MY&id=SunNews
KTVHD,AikanTV://api/vip.php?tvid=马来MY&id=KTVHD
SunLife,AikanTV://api/vip.php?tvid=马来MY&id=SunLife
StarVijay,AikanTV://api/vip.php?tvid=马来MY&id=StarVijay
ColorsTamil,AikanTV://api/vip.php?tvid=马来MY&id=ColorsTamil
ZeeTamil,AikanTV://api/vip.php?tvid=马来MY&id=ZeeTamil
ABOMoviesThangathirai,AikanTV://api/vip.php?tvid=马来MY&id=ABOMoviesThangathirai
ZeeCinemaHD,AikanTV://api/vip.php?tvid=马来MY&id=ZeeCinemaHD
iQIYI爱奇艺,AikanTV://api/vip.php?tvid=马来MY&id=iQIYI爱奇艺
TVB千禧经典台,AikanTV://api/vip.php?tvid=马来MY&id=TVB千禧经典台
Astro AEC,AikanTV://api/vip.php?tvid=马来MY&id=Astro AEC
Astro QJ,AikanTV://api/vip.php?tvid=马来MY&id=Astro QJ
天映频道,AikanTV://api/vip.php?tvid=马来MY&id=天映频道
TVB翡翠台,AikanTV://api/vip.php?tvid=马来MY&id=TVB翡翠台
AOD 311,AikanTV://api/vip.php?tvid=马来MY&id=AOD 311
中天亚洲,AikanTV://api/vip.php?tvid=马来MY&id=中天亚洲
TVB娱乐新闻台,AikanTV://api/vip.php?tvid=马来MY&id=TVB娱乐新闻台
TVB星河频道,AikanTV://api/vip.php?tvid=马来MY&id=TVB星河频道
TVBSAsia,AikanTV://api/vip.php?tvid=马来MY&id=TVBSAsia
天映经典,AikanTV://api/vip.php?tvid=马来MY&id=天映经典
凤凰中文,AikanTV://api/vip.php?tvid=马来MY&id=凤凰中文
凤凰资讯,AikanTV://api/vip.php?tvid=马来MY&id=凤凰资讯
欢喜台,AikanTV://api/vip.php?tvid=马来MY&id=欢喜台
CCTV-4,AikanTV://api/vip.php?tvid=马来MY&id=CCTV-4
KBSWorld,AikanTV://api/vip.php?tvid=马来MY&id=KBSWorld
One,AikanTV://api/vip.php?tvid=马来MY&id=One
tvN,AikanTV://api/vip.php?tvid=马来MY&id=tvN
K-Plus,AikanTV://api/vip.php?tvid=马来MY&id=K-Plus
NHK World Premium,AikanTV://api/vip.php?tvid=马来MY&id=NHK World Premium
HITSMovies,AikanTV://api/vip.php?tvid=马来MY&id=HITSMovies
Boo,AikanTV://api/vip.php?tvid=马来MY&id=Boo
HBO,AikanTV://api/vip.php?tvid=马来MY&id=HBO
Cinemax,AikanTV://api/vip.php?tvid=马来MY&id=Cinemax
ShowCase,AikanTV://api/vip.php?tvid=马来MY&id=ShowCase
HBOFamily,AikanTV://api/vip.php?tvid=马来MY&id=HBOFamily
HBOHits,AikanTV://api/vip.php?tvid=马来MY&id=HBOHits
tvNMovies,AikanTV://api/vip.php?tvid=马来MY&id=tvNMovies
Awani,AikanTV://api/vip.php?tvid=马来MY&id=Awani
Bernama,AikanTV://api/vip.php?tvid=马来MY&id=Bernama
CGTN,AikanTV://api/vip.php?tvid=马来MY&id=CGTN
CNN,AikanTV://api/vip.php?tvid=马来MY&id=CNN
BBCWorldNews,AikanTV://api/vip.php?tvid=马来MY&id=BBCWorldNews
Aljazeera,AikanTV://api/vip.php?tvid=马来MY&id=Aljazeera
SkyNews,AikanTV://api/vip.php?tvid=马来MY&id=SkyNews
ChannelNewsAsia,AikanTV://api/vip.php?tvid=马来MY&id=ChannelNewsAsia
CNBC,AikanTV://api/vip.php?tvid=马来MY&id=CNBC
Bloomberg TV,AikanTV://api/vip.php?tvid=马来MY&id=Bloomberg TV
ABCAustralia,AikanTV://api/vip.php?tvid=马来MY&id=ABCAustralia
DWEnglish,AikanTV://api/vip.php?tvid=马来MY&id=DWEnglish
France24,AikanTV://api/vip.php?tvid=马来MY&id=France24
Love Nature,AikanTV://api/vip.php?tvid=马来MY&id=Love Nature
Global Trekker,AikanTV://api/vip.php?tvid=马来MY&id=Global Trekker
DiscoveryChannel,AikanTV://api/vip.php?tvid=马来MY&id=DiscoveryChannel
DiscoveryAsia,AikanTV://api/vip.php?tvid=马来MY&id=DiscoveryAsia
BBCEarth,AikanTV://api/vip.php?tvid=马来MY&id=BBCEarth
History,AikanTV://api/vip.php?tvid=马来MY&id=History
AnimalPlanetHD,AikanTV://api/vip.php?tvid=马来MY&id=AnimalPlanetHD
TutorTV,AikanTV://api/vip.php?tvid=马来MY&id=TutorTV
Ceria,AikanTV://api/vip.php?tvid=马来MY&id=Ceria
DreamWorks,AikanTV://api/vip.php?tvid=马来MY&id=DreamWorks
CartoonNetwork,AikanTV://api/vip.php?tvid=马来MY&id=CartoonNetwork
Nickelodeon,AikanTV://api/vip.php?tvid=马来MY&id=Nickelodeon
NickJr,AikanTV://api/vip.php?tvid=马来MY&id=NickJr
Moonbug,AikanTV://api/vip.php?tvid=马来MY&id=Moonbug
CBeebies,AikanTV://api/vip.php?tvid=马来MY&id=CBeebies
AXN,AikanTV://api/vip.php?tvid=马来MY&id=AXN
HitsNow,AikanTV://api/vip.php?tvid=马来MY&id=HitsNow
LifeTime,AikanTV://api/vip.php?tvid=马来MY&id=LifeTime
Hits,AikanTV://api/vip.php?tvid=马来MY&id=Hits
TLC,AikanTV://api/vip.php?tvid=马来MY&id=TLC
FoodNetwork,AikanTV://api/vip.php?tvid=马来MY&id=FoodNetwork
AsianFoodNetwork,AikanTV://api/vip.php?tvid=马来MY&id=AsianFoodNetwork
WarnerTV,AikanTV://api/vip.php?tvid=马来MY&id=WarnerTV
Crime+Investigation,AikanTV://api/vip.php?tvid=马来MY&id=Crime+Investigation
HGTV,AikanTV://api/vip.php?tvid=马来MY&id=HGTV
Dmax,AikanTV://api/vip.php?tvid=马来MY&id=Dmax
BBCLifestyle,AikanTV://api/vip.php?tvid=马来MY&id=BBCLifestyle
MTVLive,AikanTV://api/vip.php?tvid=马来MY&id=MTVLive
Arena,AikanTV://api/vip.php?tvid=马来MY&id=Arena
Arena2,AikanTV://api/vip.php?tvid=马来MY&id=Arena2
Arena Bola,AikanTV://api/vip.php?tvid=马来MY&id=Arena Bola
Arena Bola2,AikanTV://api/vip.php?tvid=马来MY&id=Arena Bola2
SPOTV 2,AikanTV://api/vip.php?tvid=马来MY&id=SPOTV 2
SuperSport,AikanTV://api/vip.php?tvid=马来MY&id=SuperSport
SuperSport2,AikanTV://api/vip.php?tvid=马来MY&id=SuperSport2
SuperSport3,AikanTV://api/vip.php?tvid=马来MY&id=SuperSport3
SuperSport4,AikanTV://api/vip.php?tvid=马来MY&id=SuperSport4
W-Sport,AikanTV://api/vip.php?tvid=马来MY&id=W-Sport
SPOTV,AikanTV://api/vip.php?tvid=马来MY&id=SPOTV
beINSports2,AikanTV://api/vip.php?tvid=马来MY&id=beINSports2
beINSports,AikanTV://api/vip.php?tvid=马来MY&id=beINSports
bEINSports3,AikanTV://api/vip.php?tvid=马来MY&id=bEINSports3
Eurosport,AikanTV://api/vip.php?tvid=马来MY&id=Eurosport
WWENetwork,AikanTV://api/vip.php?tvid=马来MY&id=WWENetwork
GolfChannel,AikanTV://api/vip.php?tvid=马来MY&id=GolfChannel
PremierSports,AikanTV://api/vip.php?tvid=马来MY&id=PremierSports
AstroCricket,AikanTV://api/vip.php?tvid=马来MY&id=AstroCricket
